what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330211025104
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1330211025105
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330211025106
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330211025107
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330211025108
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330211025109
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1330211025110
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1330211025111
started,bundle,com.python.pydev.analysis,2.4.0.2012020116,"com.python.pydev.analysis",1330211025111
started,bundle,org.python.pydev,2.4.0.2012020116,"org.python.pydev",1330211025112
started,bundle,org.python.pydev.core,2.4.0.2012020116,"org.python.pydev.core",1330211025113
started,bundle,org.python.pydev.debug,2.4.0.2012020116,"org.python.pydev.debug",1330211025113
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1330211025113
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1330211025114
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1330211025115
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1330211025116
os,sysinfo,,,"win32",1330211025119
arch,sysinfo,,,"x86",1330211025119
ws,sysinfo,,,"win32",1330211025119
locale,sysinfo,,,"no_NO",1330211025119
processors,sysinfo,,,"8",1330211025119
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330211025119
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1330211025120
java.specification.name,sysinfo,,,"Java Platform API Specification",1330211025120
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330211025120
java.specification.version,sysinfo,,,"1.6",1330211025120
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1330211025120
java.version,sysinfo,,,"1.6.0_29",1330211025120
java.vm.info,sysinfo,,,"mixed mode, sharing",1330211025120
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1330211025120
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330211025120
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330211025120
java.vm.specification.version,sysinfo,,,"1.0",1330211025120
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1330211025120
java.vm.version,sysinfo,,,"20.4-b02",1330211025120
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1330211025123
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1330211025375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330211133058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330211135196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1330211135205
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330211140669
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330211140886
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1330211140891
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1330211141009
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1330211141010
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1330211141011
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1330211141013
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1330211141014
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.20110607-2117,"org.eclipse.m2e.jdt",1330211141014
stopped,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1330211141015
stopped,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1330211141015
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.1.v201112150204-238534,"overlay.com.android.ide.eclipse.adt.overlay",1330211141016
stopped,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1330211141016
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1330211141017
stopped,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1330211141019
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1330211141020
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1330211141020
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1330211141021
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330211141022
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330211141023
stopped,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1330211141025
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1330211141026
stopped,bundle,org.eclipse.m2e.core.ui,1.0.0.20110607-2117,"org.eclipse.m2e.core.ui",1330211141027
stopped,bundle,org.eclipse.m2e.core,1.0.0.20110607-2117,"org.eclipse.m2e.core",1330211141029
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1330211141030
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1330211141031
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1330211141032
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1330211141033
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1330211141034
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1330211141035
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1330211141036
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1330211141038
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1330211141039
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1330211141041
stopped,bundle,org.eclipse.wb.swing.databinding,1.0.0.r37x201106081552,"org.eclipse.wb.swing.databinding",1330211141042
stopped,bundle,org.eclipse.wb.core.databinding,1.0.0.r37x201106081531,"org.eclipse.wb.core.databinding",1330211141043
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.0.0.r37x201106081552,"org.eclipse.wb.swing.FormLayout",1330211141044
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.0.0.r37x201106081552,"org.eclipse.wb.swing.MigLayout",1330211141046
stopped,bundle,org.eclipse.wb.swing.java6,1.0.0.r37x201106081552,"org.eclipse.wb.swing.java6",1330211141046
stopped,bundle,org.eclipse.wb.swing.jsr296,1.0.0.r37x201106081552,"org.eclipse.wb.swing.jsr296",1330211141047
stopped,bundle,org.eclipse.wb.swing,1.0.0.r37x201106081552,"org.eclipse.wb.swing",1330211141049
stopped,bundle,org.eclipse.wb.core.ui,1.0.0.r37x201106081733,"org.eclipse.wb.core.ui",1330211141050
stopped,bundle,org.eclipse.wb.layout.group,1.0.0.r37x201106081642,"org.eclipse.wb.layout.group",1330211141051
stopped,bundle,org.eclipse.wb.os.win32,1.0.0.r37x201106081531,"org.eclipse.wb.os.win32",1330211141052
stopped,bundle,org.eclipse.wb.core,1.0.0.r37x201106081531,"org.eclipse.wb.core",1330211141054
stopped,bundle,com.python.pydev.codecompletion,2.4.0.2012020116,"com.python.pydev.codecompletion",1330211141055
stopped,bundle,com.python.pydev.refactoring,2.4.0.2012020116,"com.python.pydev.refactoring",1330211141056
stopped,bundle,com.python.pydev.analysis,2.4.0.2012020116,"com.python.pydev.analysis",1330211141056
stopped,bundle,com.python.pydev.debug,2.4.0.2012020116,"com.python.pydev.debug",1330211141057
stopped,bundle,com.python.pydev.fastparser,2.4.0.2012020116,"com.python.pydev.fastparser",1330211141058
stopped,bundle,org.python.pydev.red_core,2.4.0.2012020116,"org.python.pydev.red_core",1330211141059
stopped,bundle,com.python.pydev,2.4.0.2012020116,"com.python.pydev",1330211141061
stopped,bundle,org.python.pydev.django,2.4.0.2012020116,"org.python.pydev.django",1330211141061
stopped,bundle,org.python.pydev.customizations,2.4.0.2012020116,"org.python.pydev.customizations",1330211141063
stopped,bundle,org.python.pydev.debug,2.4.0.2012020116,"org.python.pydev.debug",1330211141063
stopped,bundle,org.python.pydev.refactoring,2.4.0.2012020116,"org.python.pydev.refactoring",1330211141064
stopped,bundle,org.python.pydev,2.4.0.2012020116,"org.python.pydev",1330211141064
stopped,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1330211141064
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1330211141064
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1330211141065
